title;genre;description;img_link
Last Night in Soho;Horror;An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker.;Horror_044.jpg
Watcher;Horror;A young American woman moves with her husband to Bucharest, and begins to suspect that a stranger who watches her from the apartment building across the street may be a local serial killer decapitating women.;Horror_045.jpg
The Shining;Horror;A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.;Horror_046.jpg
Bodies Bodies Bodies;Horror;When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong.;Horror_047.jpg
The Invitation;Horror;A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot.;Horror_048.jpg
Speak No Evil;Horror;A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.;Horror_049.jpg
Yellowjackets;Horror;A wildly talented high school girl soccer team becomes the (un)lucky survivors of a plane crash deep in the Canadian wilderness.;Horror_050.jpg
Weird: The Al Yankovic Story;Music;Explores every facet of Yankovic's life, from his meteoric rise to fame with early hits like 'Eat It' and 'Like a Surgeon' to his torrid celebrity love affairs and famously depraved lifestyle.;Music_01.jpg
Tár;Music;Set in the international world of Western classical music, the film centers on Lydia Tár, widely considered one of the greatest living composer-conductors and first-ever female music director of a major German orchestra.;Music_02.jpg
Atlanta;Music;Earn and his cousin Alfred, based in Atlanta, try to make their way in the world through the rap scene. Along the way they come face-to-face with social and economic issues touching on race, relationships, poverty, status, and parenthood.;Music_03.jpg
Elvis;Music;The life of American music icon Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.;Music_04.jpg
Whiplash;Music;A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.;Music_05.jpg
Glee;Music;A group of ambitious misfits try to escape the harsh realities of high school by joining a glee club headed by a passionate Spanish teacher.;Music_06.jpg
George and Tammy;Music;A look at the romance between famed country musicians George Jones and Tammy Wynette.;Music_07.jpg
Saturday Night Live;Music;A famous guest host stars in parodies and sketches created by the cast of this witty show.;Music_08.jpg
I Wanna Dance with Somebody;Music;"The joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&amp;B pop vocalists of all time. Tracking her journey from obscurity to musical superstardom.";Music_09.jpg
Pitch Perfect;Music;Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.;Music_010.jpg
The Playlist;Music;How Swedish tech entrepreneur Daniel Ek and business partner Martin Lorentzon revolutionized the music industry through free and legal music streaming when they launched Spotify.;Music_011.jpg
CODA;Music;As a CODA (Child of Deaf Adults) Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her passion at Berklee College of Music and her fear of abandoning her parents.;Music_012.jpg
Monarch;Music;The Romans have created a country music dynasty, but when their reign as country royalty is put in jeopardy, Nicolette will stop at nothing to protect her family's legacy.;Music_013.jpg
Green Book;Music;A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.;Music_014.jpg
Almost Famous;Music;A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.;Music_015.jpg
Magic Mike XXL;Music;Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.;Music_016.jpg
The Bodyguard;Music;"A former Secret Service agent takes on the job of bodyguard to an R&amp;B singer, whose lifestyle is most unlike a President's.";Music_017.jpg
Baby Driver;Music;After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.;Music_018.jpg
Purple Hearts;Music;In spite of their many differences, Cassie, a struggling singer-songwriter, and Luke, a troubled Marine, agree to marry solely for military benefits. But when tragedy strikes, the line between real and pretend begins to blur.;Music_019.jpg
Taurus;Music;Follows the last days of a rising but problematic musician.;Music_020.jpg
La La Land;Music;While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.;Music_021.jpg
Dirty Dancing;Music;"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.";Music_022.jpg
Coco;Music;Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.;Music_023.jpg
The Pianist;Music;A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.;Music_024.jpg
Amadeus;Music;The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.;Music_025.jpg
Savage x Fenty Show Vol. 4;Music;In its 4th year, the annual fashion experience promises to break boundaries with new all-star lineup of models, actors, biggest names in music. Rihanna debuts the latest Savage X Fenty styles, blending stellar choreography, style and music;Music_026.jpg
Entergalactic;Music;Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life.;Music_027.jpg
Bohemian Rhapsody;Music;The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).;Music_028.jpg
8 Mile;Music;A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.;Music_029.jpg
Pistol;Music;Based on the memoir of Steve Jones, the legendary Sex Pistols guitarist who helped usher in a punk revolution in Britain.;Music_030.jpg
Freaky Friday;Music;An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.;Music_031.jpg
Moonage Daydream;Music;A cinematic odyssey exploring David Bowie's creative and musical journey. From visionary filmmaker Brett Morgen, and sanctioned by the Bowie estate.;Music_032.jpg
O Brother, Where Art Thou?;Music;In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.;Music_033.jpg
A Star Is Born;Music;A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.;Music_034.jpg
Wayne's World;Music;Two slacker friends try to promote their public-access cable show.;Music_035.jpg
The Blues Brothers;Music;"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&amp;B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.";Music_036.jpg
Footloose;Music;A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.;Music_037.jpg
Ally McBeal;Music;Follows the personal and professional life of lawyer Ally.;Music_038.jpg
School of Rock;Music;After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.;Music_039.jpg
Soul;Music;After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.;Music_040.jpg
Climax;Music;French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.;Music_041.jpg
Happy Days;Music;The Cunningham family live through the 1950s with help and guidance from lovable and almost superhuman greaser Fonzie.;Music_042.jpg
Step Up: High Water;Music;Based on the Step Up franchise, the series tells the story of the students and teachers at High Water Performing Arts School in Atlanta.;Music_043.jpg
Pitch Perfect 2;Music;After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.;Music_044.jpg
Green Room;Music;A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.;Music_045.jpg
Marry Me;Music;Music superstars Kat Valdez and Bastian are getting married before a global audience of fans. But when Kat learns, seconds before her vows, that Bastian has been unfaithful, she instead decides to marry Charlie, a stranger in the crowd.;Music_046.jpg
Saturday Night Fever;Music;Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.;Music_047.jpg
Some Like It Hot;Music;After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.;Music_048.jpg
Yesterday;Music;A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where they never existed.;Music_049.jpg
Nashville;Music;Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee.;Music_050.jpg
Disenchanted;Musical;Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.;Musical_01.jpg
Spirited;Musical;A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey.;Musical_02.jpg
Slumberland;Musical;A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again.;Musical_03.jpg
Enchanted;Musical;A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.;Musical_04.jpg
Pinocchio;Musical;A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.;Musical_05.jpg
Zootopia+;Musical;The adventures of the creatures of the most incredible metropolis: Zootopia.;Musical_06.jpg
Lyle, Lyle, Crocodile;Musical;Feature film based on the children's book about a crocodile that lives in New York City.;Musical_07.jpg
Sing 2;Musical;Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.;Musical_08.jpg
Glee;Musical;A group of ambitious misfits try to escape the harsh realities of high school by joining a glee club headed by a passionate Spanish teacher.;Musical_09.jpg
The Little Mermaid;Musical;A young mermaid makes a deal with a sea witch, to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.;Musical_010.jpg
Encanto;Musical;A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.;Musical_011.jpg
Pinocchio;Musical;A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy.;Musical_012.jpg
Blue's Big City Adventure;Musical;Josh and Blue head to New York City to audition for a big Broadway musical.;Musical_013.jpg
The Polar Express;Musical;On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.;Musical_014.jpg
Matilda the Musical;Musical;An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.;Musical_015.jpg
The Nightmare Before Christmas;Musical;Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.;Musical_016.jpg
The Grinch;Musical;A grumpy Grinch plots to ruin Christmas for the village of Whoville.;Musical_017.jpg
Sing;Musical;In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.;Musical_018.jpg
Wonka;Musical;The story will focus specifically on a young Willy Wonka and how he met the Oompa-Loompas on one of his earliest adventures.;Musical_019.jpg
The Greatest Showman;Musical;Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.;Musical_020.jpg
The Lion King;Musical;Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.;Musical_021.jpg
Les Misérables;Musical;In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.;Musical_022.jpg
La La Land;Musical;While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.;Musical_023.jpg
Frozen;Musical;When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.;Musical_024.jpg
The Wizard of Oz;Musical;Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.;Musical_025.jpg
Beauty and the Beast;Musical;A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.;Musical_026.jpg
Hamilton;Musical;The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.;Musical_027.jpg
Charlie and the Chocolate Factory;Musical;A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.;Musical_028.jpg
West Side Story;Musical;An adaptation of the 1957 musical, West Side Story explores forbidden love and the rivalry between the Jets and the Sharks, two teenage street gangs of different ethnic backgrounds.;Musical_029.jpg
Moana;Musical;In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.;Musical_030.jpg
Labyrinth;Musical;Sixteen-year-old Sarah is given thirteen hours to solve a labyrinth and rescue her baby brother Toby when her wish for him to be taken away is granted by the Goblin King Jareth.;Musical_031.jpg
The Sound of Music;Musical;A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.;Musical_032.jpg
The Rocky Horror Picture Show;Musical;A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.;Musical_033.jpg
White Christmas;Musical;A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general.;Musical_034.jpg
Grease;Musical;Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?;Musical_035.jpg
Mamma Mia!;Musical;The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.;Musical_036.jpg
Moulin Rouge!;Musical;A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke.;Musical_037.jpg
Aladdin;Musical;A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.;Musical_038.jpg
The Ballad of Buster Scruggs;Musical;Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.;Musical_039.jpg
The Lion King;Musical;After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.;Musical_040.jpg
Willy Wonka & the Chocolate Factory;Musical;A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.;Musical_041.jpg
The Blues Brothers;Musical;"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&amp;B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.";Musical_042.jpg
Tangled;Musical;The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.;Musical_043.jpg
Little Shop of Horrors;Musical;A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.;Musical_044.jpg
Peter Pan;Musical;Live-action adaptation of J.M. Barrie's classic tale of a boy who wouldn't grow up and recruits three young siblings in London to join him on a magical adventure to the enchanted Neverland island.;Musical_045.jpg
The Phantom of the Opera;Musical;A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.;Musical_046.jpg
Hercules;Musical;The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.;Musical_047.jpg
The Little Mermaid;Musical;A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.;Musical_048.jpg
Joker 2;Musical;Plot unknown. Sequel to the 2019 film 'Joker.';Musical_049.jpg
Flower Drum Song;Musical;A young woman arrives in San Francisco's Chinatown from Hong Kong with the intention of marrying a rakish nightclub owner, unaware he is involved with one of his singers.;Musical_050.jpg
1899;Mystery;Multinational immigrants traveling from the old continent to the new encounter a nightmarish riddle aboard a second ship adrift on the open sea.;Mystery_01.jpg
The Peripheral;Mystery;Set in the future when technology has subtly altered society, a woman discovers a secret connection to an alternate reality as well as a dark future of her own.;Mystery_02.jpg
Guillermo del Toro's Cabinet of Curiosities;Mystery;Bizarre nightmares unfold in eight tales of terror in a visually stunning, spine-tingling horror collection curated by Guillermo del Toro.;Mystery_03.jpg
Where the Crawdads Sing;Mystery;A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.;Mystery_04.jpg
Smile;Mystery;After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. Rose must confront her troubling past in order to survive and escape her horrifying new reality.;Mystery_05.jpg
The Wonder;Mystery;A tale of two strangers who transform each other's lives, a psychological thriller, and a story of love pitted against evil.;Mystery_06.jpg
Manifest;Mystery;A commercial airliner suddenly reappears after being missing for five years. As those aboard reintegrate into society, they experience guiding voices and visions of events yet to occur, and soon a deeper mystery unfolds.;Mystery_07.jpg
Enola Holmes 2;Mystery;Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel.;Mystery_08.jpg
Barbarian;Mystery;A woman staying at an Airbnb discovers that the house she has rented is not what it seems.;Mystery_09.jpg
Amsterdam;Mystery;In the 1930s, three friends witness a murder, are framed for it, and uncover one of the most outrageous plots in American history.;Mystery_010.jpg
Inside Man;Mystery;A prisoner on death row in the US and a woman trapped in a cellar under an English vicarage, cross paths in the most unexpected way.;Mystery_011.jpg
Stranger Things;Mystery;When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.;Mystery_012.jpg
The Watcher;Mystery;"A married couple moving into their dream home are threatened by terrifying letters from a stalker, signed - ""The Watcher.""";Mystery_013.jpg
Glass Onion: A Knives Out Mystery;Mystery;Famed Southern detective Benoit Blanc travels to Greece for his latest case.;Mystery_014.jpg
Enola Holmes;Mystery;When Enola Holmes-Sherlock's teen sister-discovers her mother is missing, she sets off to find her, becoming a super-sleuth in her own right as she outwits her famous brother and unravels a dangerous conspiracy around a mysterious young Lord.;Mystery_015.jpg
See How They Run;Mystery;In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered.;Mystery_016.jpg
X;Mystery;In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.;Mystery_017.jpg
Nope;Mystery;The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.;Mystery_018.jpg
Dark;Mystery;A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.;Mystery_019.jpg
Wednesday;Mystery;Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart and solve the mystery that embroiled her parents.;Mystery_020.jpg
NCIS: Naval Criminal Investigative Service;Mystery;The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team.;Mystery_021.jpg
Supernatural;Mystery;Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons, and gods that roam the earth.;Mystery_022.jpg
Law & Order: Special Victims Unit;Mystery;This series follows the Special Victims Unit, a specially trained squad of detectives in the New York City Police Department that investigate sexually related crimes.;Mystery_023.jpg
Criminal Minds;Mystery;The cases of the F.B.I. Behavioral Analysis Unit (B.A.U.), an elite group of profilers who analyze the nation's most dangerous serial killers and individual heinous crimes in an effort to anticipate their next moves before they strike again.;Mystery_024.jpg
The Blacklist;Mystery;A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.;Mystery_025.jpg
Severance;Mystery;Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.;Mystery_026.jpg
Big Sky;Mystery;A private detective teams up with an ex-cop to solve a kidnapping case in Montana.;Mystery_027.jpg
Black Mirror;Mystery;An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.;Mystery_028.jpg
The Witcher;Mystery;Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.;Mystery_029.jpg
Bones;Mystery;"Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.";Mystery_030.jpg
House M.D.;Mystery;An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.;Mystery_031.jpg
The Sinner;Mystery;Anthology series that examines how and why ordinary people commit brutal crimes.;Mystery_032.jpg
The Sandman;Mystery;Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.;Mystery_033.jpg
Westworld;Mystery;At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.;Mystery_034.jpg
True Detective;Mystery;Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.;Mystery_035.jpg
Knives Out;Mystery;A detective investigates the death of the patriarch of an eccentric, combative family.;Mystery_036.jpg
Law & Order;Mystery;Follows a crime (usually a murder), usually adapted from current headlines, from two separate vantage points, the police investigation and the prosecution in court.;Mystery_037.jpg
Sherlock;Mystery;A modern update finds the famous sleuth and his doctor partner solving crime in 21st-century London.;Mystery_038.jpg
Black Bird;Mystery;Jimmy Keene is sentenced to 10 years in a minimum security prison but he cuts a deal with the FBI to befriend a suspected serial killer. Keene has to elicit a confession from Larry Hall to find the bodies of as many as eighteen women.;Mystery_039.jpg
The X Files;Mystery;Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.;Mystery_040.jpg
Midsomer Murders;Mystery;A veteran Detective Chief Inspector and his young Sergeant investigate murders around the regional community of Midsomer County.;Mystery_041.jpg
The Midnight Club;Mystery;The Midnight Club follows a group of eight terminally ill patients at Brightcliffe Hospice, who begin to gather together at midnight to share scary stories.;Mystery_042.jpg
Dexter;Mystery;He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series.;Mystery_043.jpg
Midsommar;Mystery;A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.;Mystery_044.jpg
Lost;Mystery;The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.;Mystery_045.jpg
Blue Bloods;Mystery;Revolves around a family of New York cops.;Mystery_046.jpg
FBI;Mystery;Procedural drama about the inner workings of the New York office of the Federal Bureau of Investigation.;Mystery_047.jpg
The Vampire Diaries;Mystery;The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.;Mystery_048.jpg
Luckiest Girl Alive;Mystery;A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel.;Mystery_049.jpg
Only Murders in the Building;Mystery;Three strangers who share an obsession with true crime suddenly find themselves caught up in one.;Mystery_050.jpg
Disenchanted;Romance;Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process.;Romance_01.jpg
House of the Dragon;Romance;An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.;Romance_02.jpg
Christmas in Wonderland;Romance;In the days leading up to Christmas, a young and newly engaged heiress experiences a skiing accident. After being diagnosed with amnesia, she finds herself in the care of the handsome lodge owner and his daughter.;Romance_03.jpg
Grey's Anatomy;Romance;A drama centered on the personal and professional lives of five surgical interns and their supervisors.;Romance_04.jpg
Bones and All;Romance;Maren, a young woman, learns how to survive on the margins of society.;Romance_05.jpg
Enchanted;Romance;A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.;Romance_06.jpg
My Policeman;Romance;The arrival of Patrick into Marion and Tom's home triggers the exploration of seismic events from 40 years previously.;Romance_07.jpg
Ticket to Paradise;Romance;A divorced couple teams up and travels to Bali to stop their daughter from making the same mistake they think they made 25 years ago.;Romance_08.jpg
Friends;Romance;Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.;Romance_09.jpg
Thor: Love and Thunder;Romance;Thor enlists the help of Valkyrie, Korg and ex-girlfriend Jane Foster to fight Gorr the God Butcher, who intends to make the gods extinct.;Romance_010.jpg
The Big Bang Theory;Romance;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;Romance_011.jpg
Modern Family;Romance;Three different but related families face trials and tribulations in their own uniquely comedic ways.;Romance_012.jpg
Big Mouth;Romance;Teenage friends find their lives upended by the wonders and horrors of puberty.;Romance_013.jpg
Bones;Romance;"Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.";Romance_014.jpg
One Tree Hill;Romance;Half-brothers Lucas and Nathan Scott trade between kinship and rivalry both on the basketball court and in the hearts of their friends in the small, but not so quiet town of Tree Hill, North Carolina.;Romance_015.jpg
Vikings;Romance;Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.;Romance_016.jpg
Emily;Romance;Emily imagines the transformative, exhilarating, and uplifting journey to womanhood of a rebel and a misfit, one of the world's most famous, enigmatic, and provocative writers who died too soon at the age of 30.;Romance_017.jpg
Empire of Light;Romance;A drama about the power of human connection during turbulent times, set in an English coastal town in the early 1980s.;Romance_018.jpg
Christmas with You;Romance;Follows a pop star who's got a career burnout and escapes to a small town where she finds not only inspiration but a shot of love.;Romance_019.jpg
Outlander;Romance;An English combat nurse from 1945 is mysteriously swept back in time to 1743.;Romance_020.jpg
The Vampire Diaries;Romance;The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.;Romance_021.jpg
How I Met Your Mother;Romance;A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.;Romance_022.jpg
New Girl;Romance;After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.;Romance_023.jpg
The Royal Nanny;Romance;Claire is an MI5 agent who becomes the royal nanny, having to overcome challenges on her mission as she keeps the family safe for Christmas and resists Prince Colin's charms.;Romance_024.jpg
Blonde;Romance;A fictionalized chronicle of the inner life of Marilyn Monroe.;Romance_025.jpg
Zootopia+;Romance;The adventures of the creatures of the most incredible metropolis: Zootopia.;Romance_026.jpg
The Lost City;Romance;A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.;Romance_027.jpg
Buffy the Vampire Slayer;Romance;A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.;Romance_028.jpg
ER;Romance;The lives, loves and losses of the doctors and nurses of Chicago's County General Hospital.;Romance_029.jpg
Elf;Romance;Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit.;Romance_030.jpg
Two and a Half Men;Romance;A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.;Romance_031.jpg
The Terminal;Romance;An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.;Romance_032.jpg
You;Romance;A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.;Romance_033.jpg
Barbie;Romance;Barbie lives in Barbie Land and then a story happens.;Romance_034.jpg
Titanic;Romance;A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.;Romance_035.jpg
